                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.205,                  1.724,                 1.2108,                0.68614,                0.57062,                0.62769,                0.48484,                0.96433,                  0.808,                0.98462,               8.33e-06,               8.33e-06,               8.33e-06
